,dong,apt,addr_kr,exclusive_use_area,year_of_completion,floor,gu,transaction_real_price,predict,difference,ratio,ratio_Abs
1145,둔촌동,둔촌주공1단지,둔촌동 170-1 둔촌주공1단지,50.84,1980,1,강동구,80000,85405.48144298617,-5405.481442986173,-0.06756851803732716,0.06756851803732716
1146,신림동,미래한건(1563-78),신림동 1563-78 미래한건(1563-78),74.98,2004,7,관악구,31900,36262.96811918217,-4362.968119182173,-0.13677016047593019,0.13677016047593019
1147,보광동,신동아1,보광동 448 신동아1,84.93,1992,5,용산구,94000,90279.6449116361,3720.3550883638964,0.039578245620892516,0.039578245620892516
1148,면목동,용마금호타운,면목동 494 용마금호타운,84.9,1992,7,중랑구,37800,37261.39708632458,538.6029136754223,0.014248754330037628,0.014248754330037628
1149,홍제동,청구3차,홍제동 462 청구3차,84.96,2001,1,서대문구,41500,42281.0401625568,-781.0401625567974,-0.018820244880886686,0.018820244880886686
1150,상봉동,"엘지, 쌍용아파트","상봉동 484 엘지, 쌍용아파트",68.12,1996,15,중랑구,31600,32481.62793735245,-881.6279373524485,-0.027899618270647103,0.027899618270647103
1151,하계동,하계2현대,하계동 288 하계2현대,75.35,1997,14,노원구,43000,42329.27654081791,670.7234591820888,0.01559821998097881,0.01559821998097881
1152,서초동,현대ESA,서초동 1338 현대ESA,163.95,2002,10,서초구,89900,94102.55801952646,-4202.558019526463,-0.04674703025057245,0.04674703025057245
1153,명일동,삼익그린2차,명일동 15 삼익그린2차,54.81,1983,15,강동구,56000,48738.23631143851,7261.763688561492,0.1296743515814552,0.1296743515814552
1154,자양동,우성1,자양동 579 우성1,59.91,1988,11,광진구,43000,50281.77621305635,-7281.77621305635,-0.16934363286177556,0.16934363286177556
1155,신림동,청암두산위브센티움,신림동 86-3 청암두산위브센티움,98.31,2005,17,관악구,51900,51384.12803189842,515.8719681015791,0.009939729635868576,0.009939729635868576
1156,신림동,임광관악파크,신림동 1727 임광관악파크,59.6,2003,8,관악구,28200,30543.128541628994,-2343.128541628994,-0.08308966459677283,0.08308966459677283
1157,응암동,프라임팰리스,응암동 111-48 프라임팰리스,71.16,2003,4,은평구,30200,28936.530621877584,1263.469378122416,0.04183673437491443,0.04183673437491443
1158,성수동1가,쌍용,성수동1가 706 쌍용,59.76,1997,14,성동구,54500,56357.368608952296,-1857.3686089522962,-0.03408015796242745,0.03408015796242745
1159,광장동,현대3,광장동 484 현대3,84.97,1990,2,광진구,64500,67735.34117138742,-3235.341171387423,-0.0501603282385647,0.0501603282385647
1160,신월동,신월대림,신월동 491-1 신월대림,84.99,2001,16,양천구,40000,38270.18168804905,1729.8183119509486,0.043245457798773715,0.043245457798773715
1161,역삼동,역삼 IPARK,역삼동 713-11 역삼 IPARK,28.246,2006,13,강남구,51000,54740.63527693812,-3740.635276938119,-0.07334578974388468,0.07334578974388468
1162,잠원동,신반포10,잠원동 58-16 신반포10,53.88,1981,9,서초구,88000,88714.53437982568,-714.5343798256799,-0.008119708861655453,0.008119708861655453
1163,풍납동,신동아파밀리에,풍납동 220-2 신동아파밀리에,84.63,1993,9,송파구,46000,52114.08733413727,-6114.087334137272,-0.13291494204646243,0.13291494204646243
1164,녹번동,북한산푸르지오,녹번동 281 북한산푸르지오,84.99,2015,3,은평구,59500,58261.516850198204,1238.4831498017957,0.02081484285381169,0.02081484285381169
1165,문정동,훼밀리,문정동 150 훼밀리,136.325,1988,8,송파구,110000,113967.1377749561,-3967.137774956107,-0.03606488886323734,0.03606488886323734
1166,숭인동,종로센트레빌,숭인동 2-1 종로센트레빌,84.92,2008,3,종로구,59000,57645.13087593493,1354.8691240650733,0.022963883458730055,0.022963883458730055
1167,하계동,건영,하계동 271-3 건영,74.58,1988,3,노원구,39500,40575.97170441677,-1075.97170441677,-0.027239789985234686,0.027239789985234686
1168,중계동,주공4,중계동 358-2 주공4,59.39,1991,7,노원구,29000,30347.26950469803,-1347.2695046980298,-0.04645756912751827,0.04645756912751827
1169,행당동,행당한신,행당동 349 행당한신,59.91,2003,10,성동구,49400,53469.73750351219,-4069.7375035121877,-0.08238335027352607,0.08238335027352607
1170,홍제동,홍제원현대(459-0),홍제동 459 홍제원현대(459-0),114.72,2000,6,서대문구,61000,61466.469828932786,-466.4698289327862,-0.007647046375947314,0.007647046375947314
1171,서초동,서초이오빌,서초동 1593-7 서초이오빌,36.66,2003,24,서초구,28500,25822.683660292754,2677.316339707246,0.09394092420025424,0.09394092420025424
1172,화곡동,화곡푸르지오,화곡동 1091 화곡푸르지오,84.94,2002,5,강서구,58000,56331.812871217,1668.187128783,0.028761847047982757,0.028761847047982757
1173,신월동,당곡,신월동 547-9 당곡,84.96,2002,3,양천구,29500,29026.19650021634,473.8034997836585,0.01606113558588673,0.01606113558588673
1174,월계동,한진한화그랑빌,월계동 18 한진한화그랑빌,75.81,2002,27,노원구,41500,39396.42178073827,2103.5782192617335,0.05068863178943936,0.05068863178943936
1175,창동,쌍용,창동 807 쌍용,84.76,1997,7,도봉구,50000,48130.752070480725,1869.2479295192752,0.03738495859038551,0.03738495859038551
1176,신정동,목동신시가지14,신정동 329 목동신시가지14,55.02,1988,2,양천구,56700,57758.33178420565,-1058.3317842056495,-0.018665463566237203,0.018665463566237203
1177,창동,쌍용,창동 807 쌍용,59.88,1997,12,도봉구,41500,37576.0482939171,3923.951706082902,0.09455305315862415,0.09455305315862415
1178,홍은동,홍은동벽산,홍은동 455 홍은동벽산,142.98,1997,11,서대문구,54000,51994.39906375749,2005.6009362425102,0.037140758078565005,0.037140758078565005
1179,청담동,이편한세상,청담동 15 이편한세상,91.42,2005,1,강남구,95000,102612.25284119032,-7612.252841190319,-0.08012897727568756,0.08012897727568756
1180,잠원동,훼미리,잠원동 51 훼미리,84.83,1992,10,서초구,106000,104955.37919313663,1044.6208068633714,0.009854913272295956,0.009854913272295956
1181,홍은동,두산,홍은동 456 두산,84.84,1997,4,서대문구,39300,38201.451430839734,1098.5485691602662,0.02795288980051568,0.02795288980051568
1182,개봉동,현대,개봉동 481 현대,84.99,2001,2,구로구,42500,43721.842995082254,-1221.8429950822538,-0.02874924694311185,0.02874924694311185
1183,수유동,극동,수유동 553-61 극동,84.99,1992,2,강북구,31500,33502.82076621297,-2002.8207662129716,-0.06358161162580862,0.06358161162580862
1184,오금동,다성파크뷰,오금동 26-3 다성파크뷰,73.4,2002,6,송파구,44200,44202.71719252356,-2.7171925235597882,-6.147494397194091e-05,6.147494397194091e-05
1185,등촌동,등촌동아이파크,등촌동 715 등촌동아이파크,84.9958,2004,17,강서구,59600,58412.50997118255,1187.4900288174467,0.01992432934257461,0.01992432934257461
1186,고척동,서울가든,고척동 141-1 서울가든,84.99,1989,5,구로구,39000,38712.03625589258,287.9637441074228,0.007383685746344175,0.007383685746344175
1187,상계동,보람1단지,상계동 639 보람1단지,54.59,1988,3,노원구,29000,27637.613542262214,1362.3864577377863,0.04697884337026849,0.04697884337026849
1188,둔촌동,둔촌하이츠,둔촌동 545 둔촌하이츠,59.79,1998,17,강동구,36500,47581.74391714854,-11081.743917148538,-0.30360942238763117,0.30360942238763117
1189,신림동,코스모그린,신림동 1425-4 코스모그린,12.21,2012,11,관악구,11500,12608.49867731931,-1108.4986773193104,-0.09639118933211395,0.09639118933211395
1190,종암동,종암에스케이,종암동 104-1 종암에스케이,59.86,1999,5,성북구,32000,32996.13919254142,-996.1391925414209,-0.031129349766919404,0.031129349766919404
1191,창동,창동주공2단지,창동 316 창동주공2단지,45.9,1990,8,도봉구,28000,25458.34348309001,2541.6565169099886,0.0907734470324996,0.0907734470324996
1192,상계동,상계주공16(고층),상계동 624 상계주공16(고층),59.39,1988,13,노원구,24000,30739.326009644625,-6739.326009644625,-0.2808052504018594,0.2808052504018594
1193,청담동,삼성청담공원아파트,청담동 60 삼성청담공원아파트,107.22,1999,7,강남구,106500,115426.44812081759,-8926.448120817586,-0.08381641427997732,0.08381641427997732
1194,우면동,서초네이처힐3단지,우면동 717 서초네이처힐3단지,84.84,2013,5,서초구,85900,87025.62867134449,-1125.628671344486,-0.013103942623335111,0.013103942623335111
1195,마곡동,마곡엠밸리6단지,마곡동 743 마곡엠밸리6단지,84.88,2014,6,강서구,83000,83995.37695438722,-995.3769543872186,-0.011992493426352032,0.011992493426352032
1196,송파동,래미안송파파인탑,송파동 243 래미안송파파인탑,53.36,2012,6,송파구,65900,64724.05683274527,1175.943167254729,0.017844357621467813,0.017844357621467813
1197,내발산동,마곡수명산파크1단지,내발산동 742 마곡수명산파크1단지,84.53,2007,8,강서구,60000,62769.317883831114,-2769.317883831114,-0.0461552980638519,0.0461552980638519
1198,가락동,가락미륭아파트,가락동 138 가락미륭아파트,83.58,1986,5,송파구,71000,62663.140251989666,8336.859748010334,0.11742055983113148,0.11742055983113148
1199,답십리동,두산위브,답십리동 998 두산위브,84.91,2007,18,동대문구,53200,54156.93943396197,-956.9394339619685,-0.01798758334514978,0.01798758334514978
1200,홍제동,남양,홍제동 457 남양,84.71,1999,3,서대문구,36800,41109.91328619869,-4309.913286198687,-0.11711720886409477,0.11711720886409477
1201,응암동,백련산힐스테이트1차,응암동 759 백련산힐스테이트1차,59.93,2011,14,은평구,44800,41865.546457205004,2934.453542794996,0.06550119515167402,0.06550119515167402
1202,장안동,장한평월드메르디앙,장안동 573 장한평월드메르디앙,84.55,2006,3,동대문구,40200,37013.173082885696,3186.826917114304,0.07927430142075383,0.07927430142075383
1203,영등포동3가,포레스트힐 시티,영등포동3가 19-2 포레스트힐 시티,13.53,2014,8,영등포구,12500,13094.52440041226,-594.5244004122596,-0.04756195203298077,0.04756195203298077
1204,암사동,선사현대아파트,암사동 509 선사현대아파트,82.94,2000,11,강동구,63500,61627.535487338166,1872.4645126618343,0.029487630120658807,0.029487630120658807
1205,미아동,벽산라이브파크,미아동 1354 벽산라이브파크,59.67,2004,9,강북구,30800,30901.047390148404,-101.04739014840379,-0.0032807594204027207,0.0032807594204027207
1206,불광동,북한산 힐스테이트7차,불광동 643 북한산 힐스테이트7차,59.981,2011,5,은평구,50300,51388.31217821664,-1088.3121782166418,-0.02163642501424735,0.02163642501424735
1207,거여동,거여4단지,거여동 293 거여4단지,39.6,1997,3,송파구,32000,32927.26394118998,-927.26394118998,-0.028976998162186875,0.028976998162186875
1208,월계동,동신,월계동 436 동신,72.2,1983,1,노원구,29400,28833.905683257984,566.0943167420155,0.019254908732721617,0.019254908732721617
1209,답십리동,현대썬앤빌청계,답십리동 530-15 현대썬앤빌청계,14.21,2016,8,동대문구,12700,13335.962267790223,-635.9622677902225,-0.05007576911734036,0.05007576911734036
1210,월계동,사슴3,월계동 320-11 사슴3,49.5,1995,1,노원구,22500,21942.24163419604,557.7583658039584,0.024789260702398154,0.024789260702398154
1211,돈암동,돈암동휴먼빌,돈암동 524 돈암동휴먼빌,84.98,2005,7,성북구,45000,46270.234974545034,-1270.2349745450338,-0.028227443878778527,0.028227443878778527
1212,도곡동,삼성래미안,도곡동 91-5 삼성래미안,84.89,2001,12,강남구,110000,116770.95959527105,-6770.9595952710515,-0.06155417813882774,0.06155417813882774
1213,화곡동,"우장산아이파크,이편한세상","화곡동 1159 우장산아이파크,이편한세상",84.97,2008,6,강서구,64400,69104.30932349732,-4704.30932349732,-0.07304828142076585,0.07304828142076585
1214,길음동,길음뉴타운4단지(e편한세상),길음동 1281 길음뉴타운4단지(e편한세상),84.64,2005,13,성북구,51000,54491.892670667316,-3491.8926706673155,-0.06846848373857481,0.06846848373857481
1215,중계동,중계무지개,중계동 512 중계무지개,39.82,1991,6,노원구,24000,22451.664140823235,1548.3358591767646,0.0645139941323652,0.0645139941323652
1216,월계동,한진한화그랑빌,월계동 18 한진한화그랑빌,59.94,2002,5,노원구,38500,38102.94504446258,397.0549555374164,0.010313115728244582,0.010313115728244582
1217,당산동4가,현대3,당산동4가 88 현대3,84.5,1988,13,영등포구,54800,55601.027854556814,-801.0278545568144,-0.014617296616000263,0.014617296616000263
1218,면목동,늘푸른동아,면목동 715 늘푸른동아,84.97,2002,2,중랑구,40300,38994.557924500536,1305.4420754994644,0.03239310361040855,0.03239310361040855
1219,면목동,경남아너스빌,면목동 1529 경남아너스빌,84.961,2006,15,중랑구,46900,45739.893818171855,1160.106181828145,0.024735739484608638,0.024735739484608638
1220,창동,주공17단지,창동 38 주공17단지,36.16,1989,6,도봉구,16500,17776.507967463553,-1276.5079674635526,-0.07736411924021531,0.07736411924021531
1221,잠실동,잠실엘스,잠실동 19 잠실엘스,84.88,2008,4,송파구,122000,108046.50699337185,13953.493006628152,0.11437289349695207,0.11437289349695207
1222,종암동,래미안세레니티,종암동 133 래미안세레니티,84.98,2009,12,성북구,57700,56073.30022785322,1626.6997721467778,0.028192370401157327,0.028192370401157327
1223,화곡동,강서힐스테이트,화곡동 1165 강서힐스테이트,59.99,2015,9,강서구,63000,62629.8535003711,370.1464996288996,0.0058753412639507875,0.0058753412639507875
1224,옥수동,삼성,옥수동 250 삼성,59.7,1999,9,성동구,62500,59658.58180030307,2841.4181996969273,0.04546269119515084,0.04546269119515084
1225,창동,대동,창동 811 대동,84.95,1999,9,도봉구,34800,40819.0322990011,-6019.032299001097,-0.17296069824715796,0.17296069824715796
1226,하계동,청솔(시영7),하계동 274 청솔(시영7),39.92,1989,10,노원구,20100,21028.29618898336,-928.2961889833605,-0.04618388999917216,0.04618388999917216
1227,중계동,신안동진,중계동 364 신안동진,134.74,1993,8,노원구,78800,76255.02773176711,2544.9722682328866,0.03229660238874221,0.03229660238874221
1228,잠원동,한신,잠원동 56-3 한신,84.52,1992,10,서초구,125000,120280.67960210203,4719.320397897973,0.03775456318318378,0.03775456318318378
1229,대림동,현대1,대림동 785-1 현대1,84.75,1992,17,영등포구,40400,40640.17914842,-240.17914842000027,-0.005945028426237631,0.005945028426237631
1230,진관동,은평뉴타운기자촌11단지,진관동 150 은평뉴타운기자촌11단지,84.82,2015,9,은평구,58900,56318.41128626517,2581.5887137348327,0.043830029095667786,0.043830029095667786
1231,등촌동,"등촌1,2단지주공아파트","등촌동 687 등촌1,2단지주공아파트",41.85,1995,3,강서구,30000,30868.954760520675,-868.9547605206753,-0.02896515868402251,0.02896515868402251
1232,가락동,가락(1차)쌍용아파트,가락동 140 가락(1차)쌍용아파트,59.92,1997,4,송파구,58500,52274.995684913585,6225.004315086415,0.10641033017241734,0.10641033017241734
1233,신림동,아데나,신림동 534-1 아데나,17.94,2010,9,관악구,13000,13034.138516507413,-34.13851650741344,-0.0026260397313394956,0.0026260397313394956
1234,수유동,수유벽산1차,수유동 205 수유벽산1차,84.92,1993,5,강북구,39000,37259.70232833729,1740.297671662709,0.044623017222120746,0.044623017222120746
1235,독산동,독산주공14단지,독산동 1088 독산주공14단지,59.22,1990,13,금천구,32500,30122.032321235518,2377.967678764482,0.07316823626967638,0.07316823626967638
1236,신정동,동원데쟈뷰,신정동 938-7 동원데쟈뷰,92.85,2002,3,양천구,35000,49680.14383455356,-14680.143834553557,-0.4194326809872445,0.4194326809872445
1237,망원동,한강1차대주피오레,망원동 500 한강1차대주피오레,79.31,2003,14,마포구,56500,56694.00532515539,-194.0053251553909,-0.003433722569121963,0.003433722569121963
1238,오금동,대림,오금동 2 대림,125.79,1988,3,송파구,78500,86292.5598230926,-7792.559823092597,-0.09926827800117959,0.09926827800117959
1239,금호동1가,벽산,금호동1가 633 벽산,84.82,2001,9,성동구,56500,54961.499210232265,1538.5007897677351,0.027230102473765224,0.027230102473765224
1240,당산동4가,현대5,당산동4가 30-1 현대5,84.69,2000,1,영등포구,47200,56890.720488135594,-9690.720488135594,-0.20531187474863546,0.20531187474863546
1241,석관동,두산,석관동 10 두산,134.97,1998,19,성북구,51800,53458.53600684805,-1658.5360068480513,-0.03201806963027126,0.03201806963027126
1242,묵동,신도2,묵동 380 신도2,84.9,1999,9,중랑구,39700,38008.35209609106,1691.647903908939,0.042610778435993424,0.042610778435993424
1243,하계동,미성,하계동 280 미성,84.94,1989,15,노원구,41000,43771.5666157902,-2771.5666157902015,-0.06759918575098052,0.06759918575098052
1244,목동,목동신시가지7,목동 925 목동신시가지7,53.88,1988,1,양천구,70700,70057.31476786459,642.685232135409,0.009090314457360806,0.009090314457360806
1245,당산동3가,당산계룡리슈빌1단지,당산동3가 564 당산계룡리슈빌1단지,47.25,2014,2,영등포구,41800,41409.04935832254,390.9506416774602,0.009352886164532542,0.009352886164532542
1246,신천동,장미1,신천동 7 장미1,71.2,1979,11,송파구,88000,96635.063816135,-8635.063816135007,-0.09812572518335236,0.09812572518335236
1247,이촌동,강촌,이촌동 402 강촌,106.645,1998,11,용산구,119000,110243.206950424,8756.793049575994,0.07358649621492432,0.07358649621492432
1248,신내동,석탑,신내동 787 석탑,59.82,1997,1,중랑구,23300,24991.608752762164,-1691.608752762164,-0.0726012340241272,0.0726012340241272
1249,상계동,보람1단지,상계동 639 보람1단지,54.59,1988,7,노원구,27200,27941.660023813114,-741.6600238131141,-0.027266912640188018,0.027266912640188018
1250,홍제동,청구1차,홍제동 453 청구1차,84.78,1994,6,서대문구,47500,47487.53460210197,12.465397898027732,0.0002624294294321628,0.0002624294294321628
1251,행당동,행당한신,행당동 349 행당한신,59.91,2003,7,성동구,55000,52796.023672552015,2203.9763274479847,0.04007229686269063,0.04007229686269063
1252,상도동,래미안상도3차,상도동 431 래미안상도3차,84.96,2004,11,동작구,67300,65110.26299494196,2189.737005058043,0.032536954012749524,0.032536954012749524
1253,공덕동,공덕2삼성래미안,공덕동 43 공덕2삼성래미안,114.87,2004,14,마포구,74800,78024.90274898283,-3224.9027489828295,-0.04311367311474371,0.04311367311474371
1254,황학동,DUO302,황학동 819 DUO302,15.97,2014,12,중구,17500,16717.475935382634,782.5240646173661,0.04471566083527806,0.04471566083527806
1255,길음동,길음뉴타운6단지(래미안),길음동 1283 길음뉴타운6단지(래미안),84.04899999999998,2007,6,성북구,61300,60679.76877276735,620.2312272326526,0.010117964555181935,0.010117964555181935
1256,길동,삼익파크맨션,길동 53 삼익파크맨션,63.32,1983,12,강동구,44000,38329.27296854648,5670.72703145352,0.1288801598057618,0.1288801598057618
1257,둔촌동,둔촌주공3단지,둔촌동 174-1 둔촌주공3단지,70.87,1980,7,강동구,77000,81748.66718723874,-4748.667187238738,-0.06167100243167192,0.06167100243167192
1258,구의동,광진해모로리버뷰,구의동 547-7 광진해모로리버뷰,122.73,2009,13,광진구,73000,73727.99663971091,-727.9966397109092,-0.00997255670836862,0.00997255670836862
1259,일원동,한솔마을,일원동 731 한솔마을,84.73,1994,5,강남구,112000,117660.2747132566,-5660.2747132566,-0.05053816708264822,0.05053816708264822
1260,하계동,우성,하계동 270 우성,84.91,1988,13,노원구,47100,46727.68213778325,372.317862216747,0.007904837838996752,0.007904837838996752
1261,잠실동,리센츠,잠실동 22 리센츠,84.99,2008,28,송파구,115000,116873.04730876509,-1873.0473087650898,-0.01628736790230513,0.01628736790230513
1262,목동,롯데캐슬위너,목동 956 롯데캐슬위너,84.97,2005,8,양천구,65000,65472.03726456711,-472.03726456710865,-0.007262111762570902,0.007262111762570902
1263,중계동,중계그린1단지,중계동 502-1 중계그린1단지,49.5,1990,3,노원구,30100,28251.712626226727,1848.2873737732734,0.061404896138646956,0.061404896138646956
1264,등촌동,우성,등촌동 630-3 우성,67.68,1992,8,강서구,38500,36566.26725338059,1933.732746619411,0.05022682458751717,0.05022682458751717
1265,역삼동,대림역삼,역삼동 761-10 대림역삼,59.66,1997,5,강남구,75000,70787.30443859173,4212.695561408269,0.05616927415211025,0.05616927415211025
1266,사당동,삼성,사당동 1140 삼성,59.91,1999,6,동작구,42700,44122.6277062917,-1422.6277062916997,-0.03331680810987587,0.03331680810987587
1267,망우동,중랑숲리가,망우동 583 중랑숲리가,59.89,2012,4,중랑구,37100,36160.17164010305,939.8283598969501,0.025332300805847714,0.025332300805847714
1268,염창동,무학,염창동 255 무학,59.38,1999,11,강서구,39100,39322.73547308716,-222.73547308715933,-0.005696559413993845,0.005696559413993845
1269,개포동,개포주공 1단지,개포동 141 개포주공 1단지,45.26,1982,5,강남구,100000,117561.18041574833,-17561.180415748328,-0.1756118041574833,0.1756118041574833
1270,중계동,청구(366),중계동 366 청구(366),115.47,1993,8,노원구,65800,68195.81962160472,-2395.8196216047218,-0.03641063254718422,0.03641063254718422
1271,창동,주공19단지(창동 리버타운),창동 27 주공19단지(창동 리버타운),68.86,1988,11,도봉구,37000,40116.365766771836,-3116.365766771836,-0.08422610180464422,0.08422610180464422
1272,수색동,대림한숲,수색동 415-1 대림한숲,114.18,2003,3,은평구,49500,50143.27618988208,-643.2761898820827,-0.012995478583476418,0.012995478583476418
1273,역삼동,역삼래미안,역삼동 757 역삼래미안,80.87,2005,17,강남구,110000,116491.73113560205,-6491.731135602051,-0.05901573759638228,0.05901573759638228
1274,신정동,목동신시가지14,신정동 329 목동신시가지14,108.28,1987,10,양천구,114000,108567.3102199483,5432.689780051704,0.04765517350922547,0.04765517350922547
1275,신당동,남산타운,신당동 844 남산타운,114.88,2002,3,중구,86000,71894.24328062442,14105.756719375582,0.16402042696948352,0.16402042696948352
1276,우면동,서초참누리에코리치,우면동 753 서초참누리에코리치,118.0474,2013,9,서초구,96100,105226.4805177561,-9126.480517756107,-0.09496857978934554,0.09496857978934554
1277,장지동,송파파인타운1단지,장지동 833 송파파인타운1단지,84.94,2010,3,송파구,60000,63479.696766466834,-3479.6967664668337,-0.05799494610778056,0.05799494610778056
1278,개봉동,두산,개봉동 472 두산,59.69,1997,12,구로구,28000,29283.0404157167,-1283.0404157166995,-0.04582287198988212,0.04582287198988212
1279,아현동,마포래미안푸르지오4단지,아현동 777 마포래미안푸르지오4단지,84.5978,2014,6,마포구,80000,88675.02687655335,-8675.026876553355,-0.10843783595691693,0.10843783595691693
1280,불광동,북한산현대홈타운,불광동 633 북한산현대홈타운,84.9956,2004,6,은평구,52000,52080.69606117211,-80.69606117210787,-0.0015518473302328438,0.0015518473302328438
1281,신내동,라이프미성,신내동 487 라이프미성,59.6,1992,2,중랑구,23000,22692.765187967023,307.23481203297706,0.01335803530578161,0.01335803530578161
1282,문배동,CJ나인파크,문배동 24-6 CJ나인파크,123.47,2007,17,용산구,82000,79920.27437529687,2079.725624703133,0.025362507618330886,0.025362507618330886
1283,신당동,신당푸르지오,신당동 850 신당푸르지오,114.48,2005,6,중구,70700,68541.69377009854,2158.3062299014564,0.030527669446979582,0.030527669446979582
1284,목동,목동신시가지6,목동 911 목동신시가지6,47.94,1986,20,양천구,60000,63728.660848737876,-3728.660848737876,-0.06214434747896461,0.06214434747896461
1285,홍제동,청구1차,홍제동 453 청구1차,84.78,1994,3,서대문구,50000,45894.59598993112,4105.40401006888,0.0821080802013776,0.0821080802013776
1286,신정동,신트리3,신정동 1276 신트리3,84.8,2000,11,양천구,46500,50218.520376463974,-3718.5203764639737,-0.07996818013901019,0.07996818013901019
1287,아현동,마포래미안푸르지오4단지,아현동 777 마포래미안푸르지오4단지,114.588,2014,2,마포구,99000,103282.95449788365,-4282.954497883649,-0.04326216664528939,0.04326216664528939
1288,대치동,은마,대치동 316 은마,76.79,1979,2,강남구,103400,116498.30697064023,-13098.306970640231,-0.1266760828882034,0.1266760828882034
1289,장지동,송파파인타운5단지,장지동 845 송파파인타운5단지,84.93,2008,3,송파구,66800,72776.26228150565,-5976.262281505653,-0.08946500421415648,0.08946500421415648
1290,장안동,장안힐스테이트,장안동 329-2 장안힐스테이트,59.885,2007,6,동대문구,45700,43772.73674769486,1927.2632523051434,0.04217206241367929,0.04217206241367929
1291,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,10,서초구,68000,79333.62955106676,-11333.629551066755,-0.16667102280980522,0.16667102280980522
1292,구로동,중앙하이츠,구로동 685-124 중앙하이츠,79.97,1987,6,구로구,35800,38415.255578739394,-2615.255578739394,-0.07305183180836296,0.07305183180836296
1293,여의도동,대교,여의도동 41 대교,95.5,1975,7,영등포구,90000,88938.8684844422,1061.131515557805,0.0117903501728645,0.0117903501728645
1294,쌍문동,한양2,쌍문동 59 한양2,35.1,1989,1,도봉구,15400,14778.676841811179,621.3231581888213,0.04034565962265073,0.04034565962265073
1295,쌍문동,한양1,쌍문동 388-33 한양1,50.58,1986,1,도봉구,24700,26035.747165866844,-1335.7471658668437,-0.054078832626188005,0.054078832626188005
1296,도화동,현대,도화동 353 현대,113.25,2000,8,마포구,61000,64153.354941238744,-3153.354941238744,-0.0516943432989958,0.0516943432989958
1297,수유동,수유벽산1차,수유동 205 수유벽산1차,122.58,1993,8,강북구,39500,41863.45541747275,-2363.4554174727527,-0.05983431436639881,0.05983431436639881
1298,문정동,문정대우푸르지오,문정동 19 문정대우푸르지오,84.82,2001,12,송파구,55800,59754.19422259053,-3954.1942225905295,-0.07086369574535,0.07086369574535
1299,남가좌동,DMC파크뷰자이3단지,남가좌동 385 DMC파크뷰자이3단지,59.981,2015,14,서대문구,58000,60211.29479896384,-2211.2947989638415,-0.0381257723959283,0.0381257723959283
1300,제기동,이수브라운스톤,제기동 252 이수브라운스톤,84.9,2005,2,동대문구,45000,45541.55014611762,-541.5501461176173,-0.012034447691502605,0.012034447691502605
1301,문래동3가,문래자이,문래동3가 54 문래자이,147.34,2001,16,영등포구,90000,91649.28916847624,-1649.2891684762435,-0.018325435205291594,0.018325435205291594
1302,상일동,주공6,상일동 124 주공6,55.44,1983,4,강동구,60000,60979.7375281034,-979.7375281033965,-0.016328958801723276,0.016328958801723276
1303,신도림동,동아1,신도림동 643 동아1,84.90799999999999,1999,18,구로구,63500,58754.16436217774,4745.83563782226,0.07473756909956314,0.07473756909956314
1304,방학동,신동아아파트4,방학동 732 신동아아파트4,59.92,1995,7,도봉구,24000,23414.953949299597,585.0460507004027,0.024376918779183444,0.024376918779183444
1305,대치동,은마,대치동 316 은마,76.79,1979,1,강남구,113000,115440.31138717309,-2440.3113871730893,-0.021595675992682205,0.021595675992682205
1306,잠실동,리센츠,잠실동 22 리센츠,84.99,2008,28,송파구,118000,116873.04730876509,1126.9526912349102,0.00955044653588907,0.00955044653588907
1307,신천동,파크리오,신천동 17 파크리오,35.24,2008,16,송파구,60000,57424.85336542888,2575.1466345711233,0.04291911057618539,0.04291911057618539
1308,전농동,래미안 크레시티,전농동 690 래미안 크레시티,121.93,2014,15,동대문구,85000,78883.77499420912,6116.225005790882,0.07195558830342215,0.07195558830342215
1309,신도림동,대림1,신도림동 642 대림1,59.88,1999,18,구로구,43600,43834.68638922921,-234.68638922920945,-0.005382715349293795,0.005382715349293795
1310,일원동,개포한신,일원동 615-1 개포한신,82.3,1984,8,강남구,86000,92574.55290420722,-6574.552904207216,-0.07644828958380484,0.07644828958380484
1311,진관동,은평뉴타운 우물골(두산위브6단지),진관동 81 은평뉴타운 우물골(두산위브6단지),84.51,2009,11,은평구,67700,62699.02072062246,5000.979279377541,0.07386970870572439,0.07386970870572439
1312,무악동,인왕산아이파크,무악동 60 인왕산아이파크,114.931,2008,9,종로구,89000,88288.43028168922,711.5697183107841,0.007995165374278473,0.007995165374278473
1313,신월동,신월시영,신월동 987-1 신월시영,59.49,1988,9,양천구,31100,30088.11622782053,1011.8837721794698,0.03253645569708906,0.03253645569708906
1314,송파동,래미안송파파인탑,송파동 243 래미안송파파인탑,71.73,2012,2,송파구,76000,75228.48177836035,771.5182216396497,0.010151555547890127,0.010151555547890127
1315,중계동,대림벽산(363),중계동 363 대림벽산(363),114.39,1993,1,노원구,58000,62085.42699811546,-4085.4269981154575,-0.07043839651923203,0.07043839651923203
1316,수유동,수유벽산1차,수유동 205 수유벽산1차,63.78,1993,12,강북구,30500,30206.7231686597,293.2768313402994,0.009615633814436047,0.009615633814436047
